title,rating,num_votes,year
The Naked Eye,7.4,16,1995
Thunder in the Valley,7.9,30,1947
Ramona,7.0,40,1928
Shellter,6.1,64,2009
Greater Tuna,7.1,123,1994
The Evil Woods,2.6,355,2007
Submarines: Sharks of Steel,8.2,30,1993
"Debunkers, Inc.",6.1,19,2017
What Maisie Knew,6.5,10,1976
Fear of the Dark,4.6,66,2001
Witchmaster General,2.9,133,2009
Pure,8.4,11,2004
Hers,7.2,13,2007
N.B.T.,6.8,22,2003
Prism,3.8,102,2007
The League of Frightened Men,5.6,21,1937
Naked Campus,4.8,30,1982
Second Service,7.8,8,2017
The Fire Brigade,8.1,27,1926
Thy Neighbor's Wife,5.8,18,1953
Shine on Harvest Moon,6.5,53,1938
Fist Fighter 2,5.5,13,1993
No Filter the Film,4.2,8,2015
Convict's Code,5.6,94,1939
Coney Island Baby,6.0,117,2003
The Mad Martindales,7.1,17,1942
Moto the Movie,8.1,16,2009
The Boss' Son,5.9,37,1978
Earth Day,5.5,76,2009
Heading for Heaven,5.6,93,1947
Rip Roaring Riley,5.7,13,1935
Loren Cass,5.5,242,2006
Romance of the Rio Grande,6.0,37,1940
Passenger Pigeons,8.1,43,2010
Dam California,7.0,28,2012
Black Midnight,6.7,37,1949
Starcrypt,3.5,35,1996
The Crime Nobody Saw,6.4,34,1937
Osso Bucco,5.9,103,2008
Canyon Crossroads,6.0,72,1955
...And Then I Helped,7.2,14,2010
Square Shoulders,7.7,10,1929
Enemy,5.9,16,2015
Moto 3: The Movie,8.2,13,2011
Full Confession,6.0,111,1939
Life Prescribed,2.2,22,2016
Princess O'Hara,7.4,14,1935
Snake River Desperadoes,6.9,63,1951
California Firebrand,6.3,26,1948
Secret of the Wastelands,7.0,91,1941
Children Without Parents,7.3,11,2013
The Return of Wild Bill,7.3,22,1940
The Grand Theft,3.2,43,2011
The God Complex,7.0,50,2009
The Phantom of the Air,6.0,27,1933
Chain,7.0,177,2004
Summer of '69,7.1,11,1969
The Girl in Number 29,3.0,20,1920
Ride a Violent Mile,5.4,17,1957
Oliver Twisted,5.8,75,2000
Fade to White,3.3,10,2014
Blondes Have More Guns,4.4,159,1996
Here's to Romance,4.2,6,1935
God Forgive Us,7.0,49,2014
Yesterday's Not Tomorrow,6.5,10,2004
Survive This,4.5,32,2005
Just Like Joe,7.6,50,2008
One Mile from Heaven,6.9,37,1937
Rebel Love,7.5,11,1985
I'll Take Romance,6.3,94,1937
King of the Wild,6.1,64,1931
Code of the Saddle,6.1,25,1947
Da Pinche Code,4.9,13,2012
Dognapped,4.8,51,2014
The Lucky Ones,7.0,16,2003
In the Gray,7.5,639,2012
Kansas Territory,6.8,23,1952
Cotton Patch Gospel,8.2,49,1988
The Crooked Circle,7.3,18,1957
The World Is Just a 'B' Movie,7.4,8,1971
KatieBird *Certifiable Crazy Person,4.6,208,2005
Hothead,6.8,11,1963
Time of Change,1.8,61,2005
Last Foxtrot in Burbank,5.8,20,1973
The Great Meadow,6.6,91,1931
Something Is Killing Tate,7.0,245,2008
Incall,2.1,24,2014
April Folly,8.3,56,1920
Incest Death Squad 2,7.3,23,2010
Half Dead,5.7,6,2013
The Mad Game,5.7,29,1933
The Man Who Dared,5.8,38,1946
Parisian Love,6.2,191,1925
Sunset of Power,6.1,8,1936
Reel Rock 6,8.2,19,2011
Dangerous Business,6.6,9,1946
Hands Up!,6.8,197,1926
In Fast Company,6.8,219,1946
Crashing Hollywood,6.2,181,1938
Femmes enragées,7.3,7,1999
Joe Palooka in the Knockout,7.0,10,1947
Ed Gein: The Musical,7.1,37,2010
The Crosby Case,6.3,35,1934
The Crimson Key,7.4,15,1947
Westward Passage,5.6,203,1932
36 Hours to Kill,6.5,72,1936
Valley of Head Hunters,7.0,213,1953
Public Wedding,6.0,138,1937
Zombie Bite,3.4,21,2017
Brainjacked,5.7,52,2009
Laboratory,4.0,52,1980
Extreme Vengeance,3.8,13,1990
Peloton,6.1,26,2012
Trailin' West,5.4,72,1936
No Return,5.0,67,2003
Cavalry,6.2,56,1936
Valley of Fire,6.0,72,1951
1st Date,4.7,10,2015
3D Bikini Beach Babes Issue #1,5.8,11,2012
Baja Run,4.8,16,1996
The Snowy Day,7.0,10,1965
Prairie Roundup,8.0,24,1951
Thunder in the Desert,5.5,30,1938
Playboy of Paris,6.7,49,1930
You're Not So Tough,6.5,20,1940
From Nashville with Music,7.2,9,1969
Larceny with Music,7.2,12,1943
Batman: Crusader,5.9,9,2014
Face the Music,6.0,74,2000
Hallowed,4.1,200,2005
The Palomino,5.4,68,1950
The Caveman,4.4,14,1926
Part Time Fabulous,8.4,44,2011
Colonel March Investigates,5.7,71,1953
Till Death,8.1,13,2014
Never Among Friends,6.1,182,2002
"2wks, 1yr",8.1,13,2002
"20,000 Leagues Under the Sea",6.1,81,1973
Phoenix Rising,5.1,15,2006
Confidence Girl,6.1,128,1952
Betty Co-Ed,6.5,11,1946
The Devil Takes a Holiday,6.4,20,1996
The Kid from Kokomo,6.6,124,1939
Loving Deadly,4.1,29,1994
Love Twice,7.2,5,2016
The Leatherneck,6.3,41,1929
Tip-Off Girls,5.8,36,1938
The Big Chance,4.6,115,1933
Revenge of the Bimbot Zombie Killers,4.9,62,2014
The Keyman,5.7,105,2002
Blood Fare,4.5,73,2012
The Execution of Julie Ann Mabry,7.4,19,2009
Brides Are Like That,5.7,93,1936
The Last Musketeer,6.6,51,1952
The Girl of the Golden West,5.4,20,1915
Cassidy of Bar 20,6.9,91,1938
Chronos 5.0,6.4,8,1993
American Bystander,7.5,8,2016
Alias the Lone Wolf,5.8,6,1927
F*ckload of Scotch Tape,6.9,43,2012
Superstarlet A.D.,4.6,136,2000
Christmas Wedding Baby,5.8,63,2014
Storm Over the Andes,5.3,15,1935
Short Track,5.7,108,2008
Middle Man,6.6,27,2004
Eve of Understanding,5.2,159,2006
John Kincaid Unleashed,8.1,261,2017
Son of Billy the Kid,7.5,36,1949
Seaside Seduction,5.3,14,2001
Triumph,6.0,8,1924
Half Empty,7.2,22,2009
Square Shooter,6.5,37,1935
3 Days in L.A.,5.9,9,2009
Flight from Glory,6.5,156,1937
Miserable Marnie & The Shut In,6.8,6,2013
The M.O. Of M.I.,4.9,164,2002
Hollywood Barn Dance,5.4,28,1947
The Right Way,8.1,9,1998
Route 30 Three!,7.3,11,2014
Underground Zero,6.8,60,2002
Entourage,6.9,91,2000
The Notorious Colonel Steel,4.0,25,2008
Tight Shoes,6.6,14,1941
The Cheyenne Kid,4.6,14,1940
The Darkening,3.9,38,2012
"Lunatics, Lovers & Poets",7.7,37,2010
Adriane's Warehouse,6.9,14,2010
June and July,6.0,19,2006
Cavalcade of the West,5.3,66,1936
Why Girls Leave Home,5.3,16,1945
Studio 666,3.8,346,2005
Angry Kelly,4.1,22,2014
Rhythm Parade,6.8,13,1942
The Darq,6.5,18,2011
The Slave Market,6.0,6,1917
Twisted,7.6,30,2001
"Pamela, Pamela, You Are...",7.0,13,1968
Echos of Enlightenment,6.2,82,2001
Southern Justice,3.1,110,2006
Street Hitz,7.8,13,1992
Satan's Satellites,5.0,58,1958
Stagecoach Kid,6.3,133,1949
The Tragedy,5.0,111,2015
Sign of the Wolf,6.3,27,1941
Here Comes Cookie,6.4,120,1935
The Monogamy Experiment,7.4,21,2012
I Hate Tom Petty,7.8,17,2011
Legion of the Lawless,6.6,47,1940
The Last Big Attraction,7.3,46,1999
All American Zombie Drugs,3.5,218,2010
The Arizona Ranger,6.5,118,1948
Suspicious Agenda,4.9,73,1995
Bamboo in Winter,7.2,46,1991
The Gamblers,4.6,14,1929
Men Without Names,6.8,29,1935
Way Past Cool,6.2,47,2000
The Sexterminators,4.2,5,1970
Ocean Drive Weekend,4.6,21,1985
Jalna,6.4,129,1935
California Straight Ahead,6.4,10,1925
Heaven's Hell,6.8,5,2015
Manhattan Parade,5.5,107,1931
Ain't No Way Back,5.2,55,1990
Chocolate for Breakfast,6.4,36,1998
The Conquering Horde,6.6,25,1931
The Enemy General,5.6,95,1960
The 420 Movie,4.2,13,2009
David Lynch and Crispin Glover's Big Box Office Blockbuster,8.6,14,2009
Stakeout!,6.9,24,1962
That's My Daddy,7.4,10,1927
Dynamite Dan,5.9,39,1924
A Study in Gravity,8.0,23,2013
Lena Rivers,5.8,47,1932
Skull and Crown,5.6,54,1935
A Man's World,5.8,18,1942
Bob Steel,7.2,23,2004
The Last Library,7.0,6,2017
Breakfast with Curtis,6.8,225,2012
About Mom and Dad...,6.2,10,2014
The Return of Rin Tin Tin,6.0,88,1947
Perils of the Jungle,6.6,9,1927
Death Without Consent,6.3,41,2007
The Brain Hunter,5.8,20,2013
Throw a Saddle on a Star,6.4,8,1946
Blossom Time,7.8,33,1996
Up the Ladder,6.8,21,1925
Superbadazz,2.2,11,2008
The Last Mark,5.8,19,2012
Money and the Woman,6.5,60,1940
Playing Doctor,7.4,7,2013
Motive for Revenge,5.0,33,1935
Everto,4.2,39,2015
Roaring Roads,5.1,36,1935
The Countess of Monte Cristo,7.4,16,1934
Lawrence Melm,7.0,9,2004
The Rider of the Law,5.5,38,1935
State's Attorney,6.8,281,1932
Gangs of Chicago,6.0,34,1940
My Girlfriend's Abroad,6.5,11,2006
Outcasts of the City,5.8,6,1958
In Search of the Wild Kingdom,6.9,8,2007
Away (A)wake,5.4,91,2005
Swingin' Along,4.6,17,1961
Susie Q,7.9,123,2016
Every Dog Has Its Day,6.1,30,1999
Boys' Shorts: The New Queer Cinema,6.1,63,1993
Tango,5.7,25,1936
Peroxide Passion,5.7,35,2001
Scum,4.6,11,2010
Hoosier Holiday,6.2,6,1943
High Tension,5.4,29,1936
The Cowboy Counsellor,6.4,35,1932
The Impersonators,4.7,26,2014
Oregon Trail,7.3,72,1945
Northwest Territory,5.5,14,1951
When the Old Phone Rings,6.6,13,2017
Criminal Lawyer,6.5,85,1951
Joe Palooka in Fighting Mad,7.4,9,1948
Backroad,4.9,49,2012
Zodiac Sign,6.8,12,2015
Miracle in Harlem,6.2,53,1948
The Boy Who Saved Christmas,3.5,140,1998
Killer Weekend,3.8,96,2004
Here Comes Elmer,5.7,7,1943
Curiosity Killed the Cat,8.4,5,2012
L.A. Paranormal,6.9,13,2011
Redheads on Parade,5.9,9,1935
Annabelle & Bear,8.0,53,2010
Cody of the Pony Express,6.5,27,1950
Driven to Kill,4.2,27,1991
The Creator's Game,5.3,51,1999
Way Out,6.5,48,1966
Outlaws of the Range,4.2,24,1936
The Shepherd of the Hills,5.9,7,1919
Reckless Age,7.1,9,1944
Beware of Ladies,5.7,33,1936
Ponies,7.8,31,2011
"The Good, the Bad and the Beautiful",5.8,14,1970
Smoking Guns,6.9,20,1934
Night Waitress,5.6,141,1936
The Sunrise Trail,6.1,15,1931
Alias French Gertie,6.3,35,1930
The Chief,4.7,56,1933
Lawless Breed,7.1,7,1946
Looking Your Best,9.5,6,1989
Strange Journey,6.1,20,1946
A Christmas Tree and a Wedding,8.3,48,2000
Flight to Hong Kong,5.5,123,1956
Over the Wall,5.5,84,1938
A Night at the Ritz,5.6,60,1935
The Wages of Sin,5.0,7,1938
The Burning Cross,4.4,8,1947
Slayer,7.6,67,2007
Curfew Breakers,5.6,60,1957
Buck and the Magic Bracelet,3.7,22,1998
Youth on Parole,6.6,49,1937
Sergeant Mike,5.5,11,1944
Lightning Strikes Twice,5.4,79,1934
Witches Blood,5.7,21,2014
Amsterdam Affair,5.2,16,1968
Texas City,6.7,10,1952
August Evening,7.0,262,2007
Bunny Yeager's Nude Las Vegas,6.8,17,1964
"Pier 5, Havana",5.5,160,1959
Around the Bay,6.7,22,2008
The Bystander Theory,5.8,33,2013
The Long Island Four,6.1,10,1980
The Fall of '55,6.1,34,2006
Flying G-Men,6.7,23,1939
Final Cut,5.0,45,1980
Thunder Pass,7.2,64,1954
Two-Eleven,9.2,5,2015
Echo Dr.,3.6,111,2013
On Trial,6.2,58,1939
The Bishop Misbehaves,6.6,156,1935
Closet Space: The Movie,8.5,6,2016
Fisherman's Wharf,5.7,61,1939
Kinfolks,5.3,15,1998
Sundog,7.5,18,2016
The Invasion of Kelly,7.7,7,2017
Murder on the Waterfront,5.0,49,1943
Vamps in the City,4.3,17,2010
The Right Hand of the Devil,5.2,20,1963
Mayflower!,4.5,65,2009
Requiem for the Damned,6.2,88,2012
The Sins of the Children,6.1,142,1930
The Beard,6.0,10,1966
The Berlin Conspiracy,5.2,182,1992
Savage Frontier,6.9,37,1953
The Strip Tease Murder Case,3.0,9,1950
Rovin' Tumbleweeds,6.7,67,1939
The Evangelist,6.8,16,2009
Eye of the Storm,6.9,23,1992
How to Be Louise,7.2,13,1990
Making Contact,7.4,11,1999
Flying Luck,6.8,10,1927
After Romeo & Juliet,6.6,7,2012
Sextet,4.4,7,1964
Los Chidos,6.6,78,2012
Matthew 26:17,6.6,50,2005
The Offerings,3.1,47,2015
Sing Me a Love Song,6.2,56,1936
Walk-In,5.6,26,2012
Alien Encounter,5.0,104,2008
All for Melissa,4.9,171,2007
The Daring Caballero,7.0,29,1949
The Minister's Wife,4.0,12,1992
Hacks,6.7,115,2002
Partyline,3.7,10,2007
BookendS,5.6,5,2016
The Detective's Lover,6.1,15,2012
Campus Sleuth,6.9,21,1948
Elephant Stampede,5.5,134,1951
Landers,5.5,24,2004
The Abnormal Female,5.0,65,1969
No One Man,6.2,24,1932
The Final Edition,6.5,91,1932
It's Great to Be Alive,5.9,28,1933
All Women Have Secrets,7.0,8,1939
Rascal Dazzle,5.8,17,1980
Ben's Plan,5.9,11,2007
Spectropia,6.3,14,2006
Sabotage,6.0,20,1939
Victimized,5.1,27,2014
The Catcher,3.2,159,1998
Sweet Bird of Aquarius,4.3,36,1970
Cinema Purgatorio,8.1,34,2014
The Return of Draw Egan,6.6,115,1916
The Grizzly & the Treasure,4.7,17,1975
The Footloose Heiress,6.4,81,1937
Promises,6.4,9,2010
Married Bachelor,6.2,147,1941
Contamination,4.7,56,2008
Deadline for Murder,4.9,20,1946
I'll Be Homeless for Christmas,5.4,30,2012
AC/DC,6.6,12,1969
Watched!,5.2,28,1974
The Fighting Frontiersman,6.4,55,1946
She Lives Her Life,5.7,20,2014
The Cobra Strikes,5.5,16,1948
Asylum Days,4.2,129,2001
Adventure in Washington,5.9,18,1941
Angel City,6.3,38,1977
Dinner with an Assassin,3.6,59,2005
Best Shots,5.7,7,1990
Ornaments,3.7,23,2008
Cage Free,7.4,13,2010
To the Victor,6.1,54,1948
Qing bao long hu men,4.7,18,1985
Wages of Sin,5.9,82,2007
Lone Justice 3,7.9,21,1996
Drip,8.3,6,2005
Victoriana,6.9,12,2012
On Again-Off Again,6.0,92,1937
"70,000 Witnesses",5.8,33,1932
Strange People,6.8,18,1933
The Gifted,8.7,16,1999
Ray of Sunshine,5.5,26,2006
Strippers,4.2,77,2000
Swinging Sorority,3.6,9,1975
Nobody's Darling,6.3,13,1943
Lost Revolution,5.5,15,2011
Peek a Boo,4.1,18,1953
The Land Before Time Sing*along*songs,4.8,123,1997
While Paris Sleeps,7.3,18,1923
Pleasure Plantation,4.5,10,1970
Bloodmarsh Krackoon,4.4,42,2013
Exclusive Story,6.2,114,1936
Doggie Boogie - Get Your Grrr On!,3.5,113,2011
Stop! Look! and Laugh!,5.9,216,1960
Tied in Knots,8.0,9,2008
Risky Business,7.1,11,1926
After Midnight,7.1,56,1927
Seraphita's Diary,6.6,12,1982
The Florentine Dagger,6.0,152,1935
Tae-Bo Workout: Basic,7.0,89,1999
Water Rustlers,4.8,43,1939
Mozart in Love,7.2,27,1975
The Wall of Flesh,6.0,6,1968
Day of the Nightmare,4.6,159,1965
Navy Bound,4.8,16,1951
Playing Patti,6.5,13,1998
Northeast,5.7,33,2011
Good Brutha Bad Brutha,7.8,8,2013
Humanoid,9.1,7,2003
Unknowns,6.6,48,2012
The Terror Factor,4.8,53,2007
The Red Rider,6.9,41,1934
Follow Me Outside,5.4,33,2000
River's End,6.2,86,1940
Rose of the Rancho,3.2,19,1914
Mindbenders,6.0,14,2004
Rock 'n' Roll Frankenstein,4.6,248,1999
4:20 Hour Stand-Up,7.0,16,2009
Law of the Lash,6.7,80,1947
I'm Not Me,6.8,18,2011
Fellowship of the Dice,7.5,54,2005
Lao Warrior,6.0,8,2015
Gangsta Gangsta,9.2,8,2009
Enchantment,7.1,180,1921
Tucson Raiders,6.5,34,1944
Little Orvie,5.6,38,1940
Huk!,5.9,62,1956
Eve and the Merman,5.3,7,1965
A Beary Scary Movie,7.4,60,2012
Hell's Chain,4.7,56,2009
To xypolyto tagma,7.5,155,1953
His Devil's Night,4.3,7,2013
Thunder Trail,6.6,31,1937
We're on the Jury,6.2,98,1937
Stars Over Texas,6.2,72,1946
War Z Day One,5.9,117,2013
The Crime of the Century,6.9,34,1933
Actress Apocalypse,6.1,307,2005
The Egg Factory,6.2,27,2008
Crazy Horse and Custer: The Untold Story,5.2,30,1990
Slings & Arrows,7.7,6,1996
Escape from Devil's Island,6.7,6,1935
The Weavers of Life,7.5,6,1917
Isolated,5.6,82,2006
I'm Not Like That No More,6.1,27,2010
Puddin' Head,6.8,27,1941
Blue Christmas,7.1,7,1998
The Welder,6.7,16,2015
Born to Be Wild,5.9,49,1938
Kitten in a Cage,4.1,52,1968
I Recorded a Murder!,6.6,19,2016
Dynamite Swine,7.5,16,2013
The Night Before Easter,4.5,109,2014
Northeast of Seoul,4.9,28,1972
Trigger Trail,6.2,12,1944
Too Young to Marry,7.0,11,1931
Godless Men,5.4,8,1920
Reformatory,7.2,26,1938
The End of Our Lives,8.0,20,2012
White Alligator,7.5,10,2012
Spectrauma,6.0,33,2011
Love Among the Millionaires,6.3,43,1930
The Plague 3: The Road's End,8.4,8,2018
No Brainer,8.7,16,2008
2 Face: It's in the Blood,7.1,7,2016
Country Boy,5.8,5,1966
Title to Murder,5.1,14,2001
Dr. Strange Glove,7.7,13,1990
The Darling of New York,6.8,16,1923
Grand Exit,6.3,141,1935
3 Blind Saints,5.2,217,2011
Chat,5.6,12,2006
Redneck Miller,6.3,30,1976
Open My Eyes,5.0,21,2014
Month to Month,8.0,7,2011
Silent Fury,6.4,12,1994
The Deepening,4.5,79,2006
The Virgin of Stamboul,6.1,24,1920
Devil's Knight,3.3,141,2003
The Erotic Cartoon Festival,6.0,11,1976
The Taiwan Oyster,6.4,621,2012
The Equinox... A Journey Into the Supernatural,7.6,8,1967
Peck's Bad Boy with the Circus,6.2,70,1938
Senior Cut Day: The Movie,6.6,11,2011
So This Is Washington,5.6,163,1943
Will to Power,7.4,24,2008
Drawing Blood,4.8,140,1999
Thunder,6.7,11,1929
Rumble in the Streets,3.9,10,1996
How to Spell Revenge,9.0,7,2018
Double Trouble,5.5,16,1941
Sucker Money,5.1,95,1933
Crimps,3.7,28,2011
Taming of the West,6.3,48,1939
"Hat, Coat, and Glove",5.7,134,1934
Criminal Behavior,8.2,5,2013
Ball of Wax,4.9,52,2003
Warrior: The Ultimate Legend,8.2,21,2014
Slander House,5.4,36,1938
Sucka 4 Luv,6.5,12,2013
The Fighting Pilot,5.5,22,1935
The Idiotmaker's Gravity Tour,6.5,20,2011
The Man in the Maze,3.6,38,2011
Imogen,6.1,7,2014
Bloody Border,4.8,21,2013
Along Came Youth,6.5,8,1930
Closer to Home,5.8,41,1995
Looking for Lions,7.4,118,2014
Orphans,6.3,35,2007
Jacktown,5.1,56,1962
Red Light in the White House,4.7,7,1977
My Tiny Universe,5.6,177,2004
Modern Love Is Automatic,7.3,68,2009
Easy to Look at,5.9,8,1945
Vendetta,4.4,32,1996
Terror at Midnight,6.8,26,1956
Little Men,8.1,43,2005
Barbara Frietchie,6.4,25,1924
Magnificent Brute,5.8,21,1936
Broken Bars,5.2,39,1995
The Age for Love,7.0,15,1931
Naomi Jones,8.4,16,2017
His Nibs,7.0,13,1921
Make Way for a Lady,5.7,120,1936
Student Tour,5.2,107,1934
Advice to the Lovelorn,6.4,54,1933
Pop Meets the Void,8.8,64,2015
The Healer,6.2,40,1935
Warwick,4.2,66,2016
The Masked Rider,6.6,8,1919
The Lion Hunters,5.7,120,1951
Brown Sugar Too Bitter for Me,8.4,5,2013
Buckeye and Blue,4.8,30,1988
Room 101,6.7,12,2001
Gangster's Boy,6.2,67,1938
A Gothic Tale,6.4,19,2008
The Abductors,5.8,26,1957
Black Hole,4.6,73,2002
Fluctuations,5.0,50,1970
A Four Course Meal,7.5,44,2005
Spray Paint Atlas,5.4,5,2012
Cinco De Mayo,6.3,28,2013
Fallen Skyes,7.3,7,2012
Smooth as Silk,6.6,76,1946
Gambling,6.6,24,2004
Misplaced,8.1,43,1989
Laura Gets a Cat,8.4,37,2017
Twelve Miles Out,7.6,527,1927
Smart Alex,7.2,20,1987
The Cain Complex,5.4,56,2015
Thumbs Up,6.2,18,1943
The Entertainers,4.6,19,1991
Rockabilly Vampire,4.6,186,1996
"Hemingway, the Hunter of Death",6.3,9,2001
Noleul bola america,5.9,45,1991
Health Freaks,6.3,14,2009
Enjoy Yourself,7.3,13,2009
Inconceivable,5.5,73,1998
Gunsmoke Ranch,6.2,82,1937
The House of Hate,7.0,8,1918
A Guy Named Rick,7.6,28,2013
Shut My Big Mouth,5.9,46,1942
Texans Never Cry,6.4,61,1951
The Phobic,7.0,22,2006
Gun Brothers,5.9,148,1956
Pilot Error,7.1,16,2014
Shqipe,8.0,12,2013
Range Defenders,5.8,53,1937
The Meanest Gal in Town,6.2,66,1934
If You Love Me,7.8,6,2009
A Calling of Courage,6.8,9,2014
Fighting Trouble,5.5,111,1956
The Big Menarski,7.7,6,2000
Madame Butterfly,5.4,48,1915
King for a Night,7.4,41,1933
Midnight Mystery,7.5,40,1930
Joel D. Wynkoop's Slasher Weekend,5.1,14,2015
Dovid Meyer,7.2,13,2013
A Dangerous Game,4.8,35,1941
The Mustachioed Bandit Meets His End,8.1,8,2007
Henry Aldrich for President,7.0,115,1941
The Shoebox,7.1,9,2010
Dragnet,7.2,20,1947
Florida Special,6.2,20,1936
Boulder Dam,6.4,66,1936
Naked Under Heaven,7.4,5,2007
Death Doll,3.4,44,1989
Science Fiction,5.0,7,2016
Fanaddict,4.1,7,2011
Pepe & Santo vs. America,5.9,54,2009
Pieces of Eight,7.4,17,2006
Talking to Strangers,7.1,66,1988
Bad to the Bone,7.8,9,2011
April Moon,7.3,10,2007
I Know What You Did Last Winter,5.5,93,2005
Spangles,7.4,7,1926
American Psycho Tour,6.8,10,2012
Devil Monster,2.4,205,1946
The Vagabond Prince,5.0,5,1916
South of Death Valley,6.6,42,1949
The Haunted,5.8,23,1984
Springtime in the Rockies,5.9,117,1937
Jack Armstrong,6.4,45,1947
The Heart of a Siren,5.9,7,1925
Curse of Cactus Jack,6.3,19,2017
Outlaw Queen,5.2,12,1957
The Tavern,5.5,144,1999
The Wild and the Naked,5.0,48,1962
Fuzzy Settles Down,6.5,66,1944
Operation Manhunt,5.7,11,1954
Border Lost,4.6,253,2008
The Kid from Texas,5.3,115,1939
H.O.A. Havoc,5.1,27,2013
Deadly Sunday,3.7,41,1982
I Love a Soldier,7.1,26,1944
Sea Tiger,5.2,13,1952
187 Shadow Lane,5.6,28,2003
Dr. Broadway,6.6,58,1942
Aaron Slick from Punkin Crick,5.4,99,1952
Death on Saturn's Moon,4.5,74,2000
Mendy,6.1,115,2003
When Soldiers Cry,2.4,244,2010
Keep 'Em Slugging,6.2,21,1943
The Unidentified,6.6,79,2008
The Last Rezort,6.9,7,2011
Ocean Tribe,7.1,160,1997
Secret Agent 420,7.5,45,2005
Thy Will Be Done,7.5,6,2013
Getting High in the Barrio,5.3,51,2010
See Jane Run,7.5,67,2001
Trapped by Boston Blackie,6.6,243,1948
Best Man Wins,6.0,26,1948
Wayward,6.6,22,1932
Dog Lover's Symphony,3.0,114,2006
She Dances Alone,7.3,24,1981
Show Folks,5.8,17,1928
I Am My Sister's Keeper,8.8,6,2015
The Rookie Cop,5.8,74,1939
Disappearing Bakersfield,5.4,9,2012
Lysistrata,7.2,5,2013
Blood Relatives,2.6,7,2014
The Contradictions of Fair Hope,7.0,28,2012
Harrison Montgomery,7.2,68,2008
Girlfriends,3.6,51,1993
Robbers,8.4,14,2000
Color of the Cross 2: The Resurrection,4.4,67,2008
At Stake: Vampire Solutions,6.2,100,2012
How to Grow Your Own,8.2,9,2015
Victims!,4.0,107,1985
The Night Hustlers,4.5,21,1968
Oklahoma Frontier,6.7,22,1939
The Gold Diggers,5.0,7,1923
The Undone,4.0,17,2017
An Odyssey of the North,5.4,9,1914
Tillie the Toiler,7.7,378,1927
Cut to Black,5.4,200,2013
Say It in French,6.9,39,1938
Society Girl,5.9,21,1932
L.A. Crackdown,3.3,46,1988
War of the Limelight,8.5,12,2016
Hunting for Herschell,5.8,34,2003
Don't Open the Door,6.4,8,2014
Sleepless Nights Stories,6.8,77,2011
Doomsday Voyage,3.1,34,1972
Sky Captain,5.6,23,1985
Shards,7.6,10,2005
Almost Famous,7.2,91,1996
Carlos Dunn's Katherine,5.3,28,2015
Am I Evil,6.2,39,2007
Monsters of Carnage,5.1,13,2013
Without a Father,4.8,60,2010
Over the Santa Fe Trail,7.0,5,1947
Gun Law,5.5,56,1938
SantaClaus: A Horror Story,3.2,16,2016
Too Many Parents,6.8,41,1936
Natural Possession: Director's Cut,5.1,49,2008
Fairview St.,7.2,24,2010
Show Stoppers,4.4,94,2008
Crossing the Enemy: The Identity Crisis,3.9,8,2012
Next Time,7.5,52,1998
Yakima Wash,7.6,8,1998
Today I Hang,5.3,37,1942
Dreamscape,6.2,11,2011
Henry and Dizzy,7.6,34,1942
Becoming Pony Boi,6.8,12,2009
Dark Rider,5.7,36,1991
Young as You Feel,6.9,17,1931
The Racket Man,6.8,20,1944
The Primrose Path,5.1,38,1925
Shogun Cop,5.9,16,1999
Moon Creek Cemetery,4.0,6,2017
Ladies Love Brutes,6.3,65,1930
Little Church Around the Corner,6.1,18,1923
The Man from Independence,7.2,13,1974
Code Blue,4.4,18,2010
Escape to Glory,6.6,28,1940
Dark Crossing,6.8,20,2010
Evil Dark,6.3,6,2014
Cameraman,8.4,9,2011
Last Seen at Angkor,4.2,24,2006
Chasing Robert,5.1,7,2007
Waterwalk,7.0,33,2012
The Southside,8.5,19,2015
King of the Mounties,6.7,32,1942
Painted Faces,6.0,30,1929
Daredevils of the Clouds,5.7,14,1948
Murder in Times Square,7.0,15,1943
Takedown,6.1,15,1995
General Orders No. 9,5.9,177,2009
The Jury's Secret,7.0,6,1938
Approaching Union Square,5.3,65,2006
Three Tears on Bloodstained Flesh,7.0,26,2014
The Yoga Sutra: A Zorie Barber Film,6.0,7,2016
The Mystery of the Poison Pool,1.9,9,1914
Lost Suburbia,7.0,14,2007
Sweet Leaf,6.1,14,2013
The Return of Peter Grimm,6.3,187,1935
White Tiger,6.7,94,1923
At Gunpoint,3.7,13,1990
Vacation Days,7.2,14,1947
The Lawbreakers,7.2,32,1961
